All-Genes	Accession-1	Names
rrsE	b4007	rrsE // b4007 // ECK3999
rrsG	b2591	rrsG // b2591 // ECK2589
rrsH	b0201	rrsH // b0201 // ECK0201
rsd	b3995	rsd // yjaE // b3995 // ECK3987
rseA	b2572	rseA // yfiJ // mclA // b2572 // ECK2570
rseB	b2571	rseB // b2571 // ECK2569
rseC	b2570	rseC // b2570 // ECK2568
rseD	b4725	UNCLASSIFIED
rseP	b0176	rseP // ecfE // yaeL // b0176 // ECK0175
rseX	b4603	rseX // IS096 // b4603 // ECK4412
rsfS	b0637	rsfS // ybeB // rsfA // b0637 // ECK0630
rsgA	b4161	rsgA // yjeQ // b4161 // ECK4157
rsmA	b0051	rsmA // ksgA // b0051 // ECK0052
rsmB	b3289	rsmB // yhdB // rrmB // fmu // fmv // sun // b3289 // ECK3275
rsmC	b4371	rsmC // yjjT // b4371 // ECK4362
rsmD	b3465	rsmD // yhhF // b3465 // ECK3449
rsmE	b2946	rsmE // yggJ // b2946 // ECK2941
rsmF	b1835	rsmF // yebU // b1835 // ECK1834
rsmG	b3740	rsmG // gidB // b3740 // ECK3733
rsmH	b0082	rsmH // yabC // mraW // b0082 // ECK0083
rsmI	b3146	rsmI // yraL // b3146 // ECK3134
rsmJ	b3497	rsmJ // yhiQ // b3497 // ECK3482
rspA	b1581	rspA // b1581 // ECK1576
rspB	b1580	rspB // b1580 // ECK1575
rspR	b1540	rspR // ydfH // b1540 // ECK1533
rssA	b1234	rssA // ychK // b1234 // ECK1229
rssB	b1235	rssB // ychL // sprE // hnr // b1235 // ECK1230
rstA	b1608	rstA // urpT // b1608 // ECK1603
rstB	b1609	rstB // uspT // b1609 // ECK1604
rsuA	b2183	rsuA // yejD // b2183 // ECK2177
rsxA	b1627	rsxA // ydgL // b1627 // ECK1623
rsxB	b1628	rsxB // ydgM // b1628 // ECK1624
rsxC	b1629	rsxC // ydgN // b1629 // ECK1625
rsxD	b1630	rsxD // ydgO // b1630 // ECK1626
rsxE	b1632	rsxE // ydgQ // b1632 // ECK1628
rsxG	b1631	rsxG // ydgP // b1631 // ECK1627
rtcA	b4475	rtcA // yhgJ // yhgK // b3420 // b3419 // b4475 // ECK3406
rtcB	b3421	rtcB // yhgL // b3421 // ECK3407
rtcR	b3422	rtcR // yhgB // b3422 // ECK3408
rttR	b4425	UNCLASSIFIED
rusA	b0550	rusA // ybcP // rus // b0550 // ECK0541
rutA	b1012	rutA // ycdM // b1012 // ECK1003
rutB	b1011	rutB // ycdL // b1011 // ECK1002
rutC	b1010	rutC // ycdK // b1010 // ECK1001
rutD	b1009	rutD // ycdJ // b1009 // ECK1000
rutE	b1008	rutE // ycdI // b1008 // ECK0999
rutF	b1007	rutF // ycdH // b1007 // ECK0998
rutG	b1006	rutG // ycdG // b1006 // ECK0997
rutR	b1013	rutR // ycdC // b1013 // ECK1004
ruvA	b1861	ruvA // b1861 // ECK1862
ruvB	b1860	ruvB // b1860 // ECK1861
ruvC	b1863	ruvC // b1863 // ECK1864
rybA	b4416	rybA // b4416 // ECK0806
rybB	b4417	rybB // p25 // b4417 // ECK0837
rydB	b4430	rydB // tpe7 // IS082 // b4430 // ECK1681
rydC	b4597	rydC // b4597 // ECK4407
ryeA	b4432	ryeA // sraC // psrA8 // tkpe79 // IS091 // b4432 // ECK1838
ryeG		UNCLASSIFIED
ryfA	b4440	ryfA // PAIR3b // tp1 // b4440 // ECK2518
ryfB	b4607	ryfB // shoB // b4607 // ECK4416
ryfD	b4609	ryfD // b4609 // ECK4418
ryhB	b4451	ryhB // psrA18 // IS176 // sraI // b4451 // ECK3426
ryjA	b4459	ryjA // psrA24 // sraL // b4459 // ECK4056
ryjB	b4624	ryjB // b4624 // ECK4431
rzoD	b4510	rzoD // b4510 // ECK0548
rzoQ	b4689	rzoQ // b4689 // ECK4503
rzoR	b4528	rzoR // b4528 // ECK1361
rzpD	b0556	rzpD // ybcT // b0556 // ECK0547
rzpQ	b1553	rzpQ // ydfP // b1553 // ECK1547
rzpR	b1362	rzpR // ydaX // b1362 // ECK1360
sad	b1525	sad // yneI // b1525 // ECK1518
safA	b1500	safA // yneN // b1500 // ECK4475
sanA	b2144	sanA // sfiXSt // yeiF // b2144 // ECK2137
sapA	b1294	sapA // b1294 // ECK1289
sapB	b1293	sapB // b1293 // ECK1288
sapC	b1292	sapC // b1292 // ECK1287
sapD	b1291	sapD // trkE // b1291 // ECK1286
sapF	b1290	sapF // b1290 // ECK1285
satP	b0010	satP // yaaH // b0010 // ECK0010
sbcB	b2011	sbcB // exoI // rmuA // cpeA // xonA // b2011 // ECK2005
sbcC	b0397	sbcC // b0397 // ECK0391
sbcD	b0398	sbcD // yajA // b0398 // ECK0392
sbmA	b0377	sbmA // b0377 // ECK0372
sbmC	b2009	sbmC // dgi // gyrI // yeeB // b2009 // ECK2003
sbp	b3917	sbp // b3917 // ECK3909
scpA	b2917	scpA // yliK // sbm // b2917 // ECK2913
scpB	b2919	scpB // ygfG // b2919 // ECK2915
scpC	b2920	scpC // ygfH // b2920 // ECK2916
sdaA	b1814	sdaA // b1814 // ECK1812
sdaB	b2797	sdaB // b2797 // ECK2792
sdaC	b2796	sdaC // dcrA // b2796 // ECK2791
sdhA	b0723	sdhA // dhsA // b0723 // ECK0712
sdhB	b0724	sdhB // dhsB // b0724 // ECK0713
sdhC	b0721	sdhC // cybL // cybA // dhsC // b0721 // ECK0710
sdhD	b0722	sdhD // cybS // dhsD // b0722 // ECK0711
sdhE	b2897	sdhE // ygfY // cptB // b2897 // ECK2892
sdhX	b4764	sdhX // rybD // b4764 // ECK4621
sdiA	b1916	sdiA // b1916 // ECK1915
sdsN	b4719	sdsN // b4719 // ECK4576
sdsR	b4433	sdsR // tkpe79 // ryeB // b4433 // ECK1839
secA	b0098	secA // azi // pea // prlD // b0098 // ECK0099
secB	b3609	secB // b3609 // ECK3599
secD	b0408	secD // b0408 // ECK0402
secE	b3981	secE // mbrC // prlG // b3981 // ECK3972
secF	b0409	secF // b0409 // ECK0403
secG	b3175	secG // prlH // b3175 // ECK3164
secM	b0097	secM // srrA // yacA // b0097 // ECK0098
secY	b3300	secY // prlA // b3300 // ECK3287
selA	b3591	selA // fdhA // b3591 // ECK3580
selB	b3590	selB // fdhA // b3590 // ECK3579
selC	b3658	selC // fdhC // b3658 // ECK3648
selD	b1764	selD // fdhB // b1764 // ECK1762
selO	b1706	selO // ydiU // b1706 // ECK1704
selU	b0503	selU // ybbB // mnmH // b0503 // ECK0496
seqA	b0687	seqA // hsm-1 // b0687 // ECK0675
serA	b2913	serA // b2913 // ECK2909
serB	b4388	serB // b4388 // ECK4380
serC	b0907	serC // pdxC // pdxF // b0907 // ECK0898
serS	b0893	serS // b0893 // ECK0884
serT	b0971	serT // divE // b0971 // ECK0962
serU	b1975	serU // supH // Su-1 // ftsM // su1 // supD // b1975 // ECK1971
serV	b2695	serV // supD // b2695 // ECK2690
serW	b0883	serW // b0883 // ECK0874
serX	b1032	serX // b1032 // ECK1018
setA	b0070	setA // yabM // b0070 // ECK0072
setB	b2170	setB // yeiO // b2170 // ECK2163
setC	b3659	setC // yicK // b3659 // ECK3649
sfmA	b0530	sfmA // b0530 // ECK0523
sfmC	b0531	sfmC // b0531 // ECK0524
sfmD	b0532	UNCLASSIFIED
sfmF	b0534	sfmF // ybcG // b0534 // ECK0527
sfmH	b0533	sfmH // b0533 // ECK0526
sfsA	b0146	sfsA // sfs // sfs1 // b0146 // ECK0145
sfsB	b3188	sfsB // nlp // sfs7 // b3188 // ECK3177
sgbE	b3583	sgbE // yiaS // b3583 // ECK3572
sgbH	b3581	sgbH // yiaQ // b3581 // ECK3570
sgbU	b3582	sgbU // yiaR // b3582 // ECK3571
sgcA	b4302	sgcA // yjhL // b4302 // ECK4291
sgcB	b4565	sgcB // b4565 // ECK4294
sgcC	b4304	sgcC // yjhN // b4304 // ECK4293
sgcE	b4301	sgcE // yjhK // b4301 // ECK4290
sgcQ	b4303	UNCLASSIFIED
sgcR	b4300	sgcR // yjhJ // b4300 // ECK4289
sgcX	b4305	sgcX // yjhO // b4305 // ECK4295
sgrR	b0069	sgrR // yabN // b0069 // ECK0070
sgrS	b4577	sgrS // ryaA // b4577 // ECK0071
sgrT	b4662	sgrT // b4662 // ECK4477
shiA	b1981	shiA // yeeM // b1981 // ECK1976
shoB	b4687	shoB // yphI // ryfB // b4681 // b4687 // ECK4502
sibA	b4436	sibA // QUAD1a // tp11 // ryeC // b4436 // ECK2068
sibB	b4437	sibB // QUAD1b // tpe60 // ryeD // b4437 // ECK2069
sibC	b4446	sibC // QUAD1c // t27 // rygC // b4446 // ECK2908
sibD	b4447	sibD // tp8 // C0730 // IS156 // QUAD1d // rygD // b4447 // ECK3041
sibE	b4611	sibE // QUAD1e // rygE // b4611 // ECK4420
sieB	b1353	sieB // b1353 // ECK1351
sixA	b2340	sixA // yfcW // b2340 // ECK2334
skp	b0178	skp // ompH // hlpA // firA // b0178 // ECK0177
slmA	b3641	slmA // yicB // ttk // b3641 // ECK3631
slp	b3506	slp // b3506 // ECK3490
slt	b4392	slt // sltY // b4392 // ECK4384
slyA	b1642	slyA // b1642 // ECK1638
slyB	b1641	UNCLASSIFIED
slyD	b3349	slyD // b3349 // ECK3336
slyX	b3348	slyX // b3348 // ECK3335
smf	b4473	UNCLASSIFIED
smg	b3284	smg // b3284 // ECK3271
smpB	b2620	smpB // smqB // b2620 // ECK2616
smrA	b1340	UNCLASSIFIED
smrB	b2331	UNCLASSIFIED
sodA	b3908	sodA // b3908 // ECK3901
sodB	b1656	sodB // b1656 // ECK1652
sodC	b1646	sodC // b1646 // ECK1642
sohB	b1272	sohB // b1272 // ECK1266
sokA	b4614	sokA // b4614 // ECK4423
sokB	b4429	sokB // b4429 // ECK1414
sokC	b4413	sokC // sof // b4413 // ECK0019
sokE	b4835	UNCLASSIFIED
sokX	b4701	sokX // b4701 // ECK4514
solA	b1059	solA // b1059 // ECK1044
soxR	b4063	soxR // marC // b4063 // ECK4055
soxS	b4062	soxS // b4062 // ECK4054
speA	b2938	speA // b2938 // ECK2933
speB	b2937	speB // b2937 // ECK2932
speC	b2965	speC // b2965 // ECK2960
speD	b0120	speD // b0120 // ECK0119
speE	b0121	speE // b0121 // ECK0120
speF	b0693	speF // b0693 // ECK0681
speFL	b4803	speFL // b4803 // ECK4660
speG	b1584	speG // b1584 // ECK1579
spf	b3864	spf // b3864 // ECK3856
spfP	b4837	UNCLASSIFIED
spoT	b3650	spoT // b3650 // ECK3640
sppA	b1766	sppA // b1766 // ECK1764
spy	b1743	spy // b1743 // ECK1741
sra	b1480	sra // rpsV // b1480 // ECK1474
sraA		sraA // psrA3 // t15
sraB	b4418	sraB // psrA4 // pke20 // psrD // b4418 // ECK1073
sraF	b4448	sraF // psrA14 // tpk1 // IS160 // psrN // b4448 // ECK3078
sraG	b4449	sraG // psrA15 // p3 // psrO // b4449 // ECK3153
srkA	b3859	srkA // orfA // yihE // b3859 // ECK3851
srlA	b2702	srlA // gutA // sbl // srlA-1 // b2702 // ECK2697
srlB	b2704	srlB // gutB // b2704 // ECK2699
srlD	b2705	srlD // gutD // b2705 // ECK2700
srlE	b2703	srlE // sbl // gutA // gutE // srlA // srlA-2 // b2703 // ECK2698
srlR	b2707	srlR // gutR // b2707 // ECK2702
srmB	b2576	srmB // rbaB // rhlA // b2576 // ECK2574
sroA	b4762	sroA // tpe79 // b4762 // ECK4619
sroC	b4763	sroC // HB_314 // b4763 // ECK4620
sroD		sroD // p24
sroE	b4761	sroE // k20 // b4761 // ECK4618
sroG		sroG // HB_456/7
sroH	b4691	sroH // b4691 // ECK4505
srsR	b2921	srsR // ygfI // b2921 // ECK2917
ssb	b4059	ssb // exrB // lexC // b4059 // ECK4051
sseA	b2521	sseA // mstA // b2521 // ECK2517
sseB	b2522	sseB // b2522 // ECK2519
ssnA	b2879	UNCLASSIFIED
sspA	b3229	sspA // ssp // pog // b3229 // ECK3218
sspB	b3228	sspB // b3228 // ECK3217
ssrA	b2621	ssrA // sipB // b2621 // ECK2617
ssrS	b2911	ssrS // ssr // b2911 // ECK2906
sstT	b3089	sstT // ygjU // b3089 // ECK3080
ssuA	b0936	ssuA // ycbO // b0936 // ECK0927
ssuB	b0933	ssuB // ycbE // b0933 // ECK0924
ssuC	b0934	ssuC // ycbM // b0934 // ECK0925
ssuD	b0935	ssuD // ssi6 // ycbN // b0935 // ECK0926
ssuE	b0937	ssuE // ssi4 // ycbP // b0937 // ECK0928
stfE	b1157	stfE // ycfE // b1157 // ECK1143
stfQ	b1547	stfQ // ydfN // b1547 // ECK1540
stfR	b1372	stfR // ynaB // b1372 // ECK1367
stfZ	b4840	stfZ // b4840 // ECK4697
sthA	b3962	sthA // sth // udhA // b3962 // ECK3954
stpA	b2669	stpA // hnsB // b2669 // ECK2663
sucA	b0726	sucA // lys+met // b0726 // ECK0714
sucB	b0727	sucB // b0727 // ECK0715
sucC	b0728	sucC // b0728 // ECK0716
sucD	b0729	sucD // b0729 // ECK0717
sufA	b1684	sufA // ydiC // b1684 // ECK1680
sufB	b1683	sufB // ynhE // b1683 // ECK1679
sufC	b1682	sufC // ynhD // b1682 // ECK1678
sufD	b1681	sufD // ynhC // b1681 // ECK1677
sufE	b1679	sufE // ynhA // b1679 // ECK1675
sufS	b1680	sufS // csdB // ynhB // b1680 // ECK1676
suhB	b2533	suhB // ssyA // b2533 // ECK2530
sulA	b0958	sulA // sfiA // suf // b0958 // ECK0949
surA	b0053	surA // b0053 // ECK0054
sutR	b1434	sutR // ydcN // b1434 // ECK1428
sxy	b0959	sxy // yccR // b0959 // ECK0950
syd	b2793	UNCLASSIFIED
symE	b4347	symE // yjiW // dinL // sosC // b4347 // ECK4337
symR	b4625	symR // ryjC // b4625 // ECK4432
tabA	b4252	tabA // yjgK // b4252 // ECK4245
tadA	b2559	tadA // yfhC // b2559 // ECK2557
tag	b3549	tag // tagA // b3549 // ECK3536
talA	b2464	talA // b2464 // ECK2459
talB	b0008	talB // yaaK // b0008 // ECK0008
tam	b1519	tam // yneD // lsrE // b1519 // ECK1512
tamA	b4220	tamA // ytfM // b4220 // ECK4216
tamB	b4221	tamB // ytfO // ytfN // b4221 // ECK4217
tap	b1885	tap // b1885 // ECK1886
tapT	b2583	tapT // yfiP // tuaA // b2583 // ECK2581
tar	b1886	tar // cheM // b1886 // ECK1887
tas	b2834	tas // ygdS // b2834 // ECK2830
tatA	b3836	tatA // yigT // mttA1 // b3836 // ECK3830
tatB	b3838	tatB // ysgB // mttA2 // b3838 // ECK3831
tatC	b3839	tatC // mttB // yigU // yigV // b3839 // ECK3832
tatD	b4483	tatD // b3841 // yigX // b3840 // mttC // yigW // b4483 // ECK3833
tatE	b0627	tatE // ybeC // b0627 // ECK0620
tauA	b0365	tauA // yaiR // ssiA // b0365 // ECK0362
tauB	b0366	tauB // yaiQ // ssiB // b0366 // ECK0363
tauC	b0367	tauC // yaiJ // ssiC // b0367 // ECK0364
tauD	b0368	tauD // ssiD // yaiG // b0368 // ECK0365
tcdA	b2812	tcdA // ygdL // csdL // b2812 // ECK2808
tcyJ	b1920	tcyJ // yzzR // ssi7 // fliY // b1920 // ECK1919
tcyL	b1918	tcyL // yecS // b1918 // ECK1917
tcyN	b1917	tcyN // yecC // b1917 // ECK1916
tcyP	b1729	tcyP // ydjN // b1729 // ECK1727
tdcA	b3118	tdcA // b3118 // ECK3107
tdcB	b3117	tdcB // tdc // b3117 // ECK3106
tdcC	b3116	tdcC // b3116 // ECK3105
tdcD	b3115	tdcD // yhaA // b3115 // ECK3104
tdcE	b3114	tdcE // yhaS // b3114 // ECK3103
tdcF	b3113	tdcF // yhaR // b3113 // ECK3102
tdcG	b4471	tdcG // b3111 // yhaQ // b3112 // tdcGa // yhaP // sdhY // b4471 // ECK3101
tdcR	b3119	tdcR // b3119 // ECK3108
tdh	b3616	tdh // b3616 // ECK3606
tdk	b1238	tdk // b1238 // ECK1233
tehA	b1429	tehA // b1429 // ECK1422
tehB	b1430	tehB // b1430 // ECK1423
tesA	b0494	UNCLASSIFIED
tesB	b0452	tesB // b0452 // ECK0446
tfaD	b0561	tfaD // ybcX // b0561 // ECK0553
tfaE	b1156	tfaE // ycfA // b1156 // ECK1142
tfaP	b1155	tfaP // ymfS // b1155 // ECK1141
tfaQ	b1546	tfaQ // ydfM // b1546 // ECK1539
tfaR	b1373	tfaR // ynaC // b1373 // ECK1368
tfaS	b2353	tfaS // yfdJ // b2353 // ECK2347
tfaX	b0563	tfaX // ylcE // b0563 // ECK0555
tff	b4414	tff // t44 // b4414 // ECK0167
tgt	b0406	tgt // vacC(S.f.) // b0406 // ECK0400
thiB	b0068	thiB // yabL // sfuA // tbpA // b0068 // ECK0069
thiC	b3994	thiC // b3994 // ECK3986
thiD	b2103	thiD // thiA // thiJ // b2103 // ECK2096
thiE	b3993	thiE // thiA // b3993 // ECK3985
thiF	b3992	thiF // thiA // b3992 // ECK3984
thiG	b3991	thiG // thiB // b3991 // ECK3982
thiH	b3990	thiH // thiB // b3990 // ECK3981
thiI	b0423	thiI // nuvA // yajK // b0423 // ECK0417
thiK	b1106	thiK // ycfN // b1106 // ECK1092
thiL	b0417	thiL // thiJ // b0417 // ECK0411
thiM	b2104	thiM // b2104 // ECK2097
thiP	b0067	thiP // sfuB // yabK // b0067 // ECK0068
thiQ	b0066	thiQ // sfuC // yabJ // b0066 // ECK0067
thiS	b4407	thiS // thiG1 // b4407 // ECK3983
thpR	b0147	thpR // yadP // ligT // b0147 // ECK0146
thrA	b0002	thrA // thrA2 // Hs // thrA1 // thrD // b0002 // ECK0002
thrB	b0003	thrB // b0003 // ECK0003
thrC	b0004	thrC // b0004 // ECK0004
thrL	b0001	thrL // b0001 // ECK0001
thrP	b3795	thrP // yifK // b3795 // ECK3788
thrS	b1719	thrS // b1719 // ECK1717
thrT	b3979	thrT // b3979 // ECK3970
thrU	b3976	thrU // b3976 // ECK3967
thrV	b3273	thrV // b3273 // ECK3260
thrW	b0244	thrW // b0244 // ECK0245
thyA	b2827	thyA // b2827 // ECK2823
tig	b0436	tig // b0436 // ECK0430
tilS	b0188	tilS // yaeN // mesJ // b0188 // ECK0187
timP	b4812	UNCLASSIFIED
timR	b4811	UNCLASSIFIED
tisA	b4617	tisA // ysdA // b4617 // ECK4426
tisB	b4618	tisB // ysdB // b4618 // ECK4427
tktA	b2935	tktA // tkt // b2935 // ECK2930
tktB	b2465	tktB // b2465 // ECK2460
tldD	b3244	tldD // yhdO // b3244 // ECK3233
tldE	b4235	tldE // mcb // pmbA // b4235 // ECK4230
tmaR	b2007	tmaR // yeeX // b2007 // ECK2001
tmcA	b2474	tmcA // ypfI // b2474 // ECK2470
tmk	b1098	tmk // ycfG // b1098 // ECK1084
tnaA	b3708	tnaA // ind // tnaR // b3708 // ECK3701
tnaB	b3709	tnaB // tnaP // trpP // b3709 // ECK3702
tnaC	b3707	tnaC // tnaL // b3707 // ECK3700
tolA	b0739	tolA // cim // excC // lky // tol-2 // b0739 // ECK0728
tolB	b0740	tolB // lky // lkyA // tol-3 // b0740 // ECK0729
tolC	b3035	tolC // weeA // colE1-i // mtcB // mukA // refI // toc // b3035 // ECK3026
tolQ	b0737	tolQ // fii // tolP // b0737 // ECK0726
tolR	b0738	tolR // b0738 // ECK0727
tomB	b0461	tomB // ybaJ // b0461 // ECK0455
tonB	b1252	tonB // T1rec // exbA // b1252 // ECK1246
topA	b1274	topA // supX // b1274 // ECK1268
topAI	b4566	topAI // yjhX // b4566 // ECK4298
topB	b1763	topB // mutR // b1763 // ECK1761
torA	b0997	torA // b0997 // ECK0988
torC	b0996	torC // b0996 // ECK0987
torD	b0998	torD // b0998 // ECK0989
torI	b4501	torI // b4501 // ECK2359
torR	b0995	torR // b0995 // ECK0986
torS	b0993	torS // yccI // b0993 // ECK0984
torT	b0994	torT // yccH // b0994 // ECK0985
torY	b1873	torY // yecK // b1873 // ECK1874
torZ	b1872	torZ // bisZ // b1872 // ECK1873
tp2		tp2
tpiA	b3919	tpiA // tpi // b3919 // ECK3911
tpke11		tpke11
tpke70		tpke70
tpr	b1229	tpr // b1229 // ECK1224
tpx	b1324	tpx // yzzJ // b1324 // ECK1320
tqsA	b1601	tqsA // ydgG // b1601 // ECK1596
treA	b1197	treA // osmA // tre // b1197 // ECK1185
treB	b4240	treB // b4240 // ECK4235
treC	b4239	treC // treE // olgH // b4239 // ECK4234
treF	b3519	treF // b3519 // ECK3504
treR	b4241	treR // b4241 // ECK4236
trg	b1421	trg // b1421 // ECK1415
trhA	b2899	trhA // yqfA // b2899 // ECK2894
trhO	b1055	trhO // yceA // b1055 // ECK1040
trhP	b2081	trhP // yegQ // b2081 // ECK2077
trkA	b3290	trkA // b3290 // ECK3276
trkG	b1363	trkG // b1363 // ECK1362
trkH	b3849	trkH // b3849 // ECK3841
trmA	b3965	trmA // rT // rumT // b3965 // ECK3957
trmB	b2960	trmB // trmI // yggH // b2960 // ECK2955
trmD	b2607	trmD // b2607 // ECK2604
trmH	b3651	trmH // spoU // b3651 // ECK3641
trmJ	b2532	trmJ // yfhQ // b2532 // ECK2529
trmL	b3606	trmL // yibK // b3606 // ECK3596
trmO	b0195	trmO // tsaA // yaeB // b0195 // ECK0195
trpA	b1260	trpA // try // tryp // b1260 // ECK1254
trpB	b1261	trpB // b1261 // ECK1255
trpC	b1262	trpC // trpF // trpCF // b1262 // ECK1256
trpD	b1263	trpD // trpGD // b1263 // ECK1257
trpE	b1264	trpE // anth // tryD // tryp-4 // b1264 // ECK1258
trpL	b1265	trpL // trpEE // b1265 // ECK1259
trpR	b4393	trpR // rtrY // b4393 // ECK4385
trpS	b3384	trpS // b3384 // ECK3371
trpT	b3761	trpT // su7 // su8 // su9 // supU // supV // b3761 // ECK3755
truA	b2318	truA // asuC // hisT // leuK // b2318 // ECK2312
truB	b3166	truB // yhbA // b3166 // ECK3155
truC	b2791	truC // yqcB // b2791 // ECK2785
truD	b2745	truD // ygbO // b2745 // ECK2740
trxA	b3781	trxA // dasC // fipA // tsnC // b3781 // ECK3773
trxB	b0888	trxB // trxR // b0888 // ECK0879
trxC	b2582	trxC // yfiG // b2582 // ECK2580
tsaB	b1807	tsaB // yeaZ // b1807 // ECK1805
tsaC	b3282	tsaC // yrdC // rimN // b3282 // ECK3269
tsaD	b3064	tsaD // gcp // ygjD // b3064 // ECK3054
tsaE	b4168	tsaE // yjeE // b4168 // ECK4164
tsf	b0170	tsf // b0170 // ECK0169
tsgA	b3364	tsgA // yhfH // gutS // yhfC // b3364 // ECK3352
tsr	b4355	tsr // cheD // b4355 // ECK4345
tsuA	b2013	tsuA // yeeE // b2013 // ECK2007
tsuB	b2012	UNCLASSIFIED
tsx	b0411	tsx // T6rec // nupA // b0411 // ECK0405
ttcA	b1344	ttcA // ydaO // b1344 // ECK1341
ttcC	b4638	ttcC // b4638 // ECK4447
ttdA	b3061	ttdA // ygjA // b3061 // ECK3051
ttdB	b3062	ttdB // ygjB // b3062 // ECK3052
ttdR	b3060	ttdR // dan // ygiP // b3060 // ECK3050
ttdT	b3063	ttdT // ygjC // ygjE // b3063 // ECK3053
tufA	b3339	tufA // pulT // kirT // b3339 // ECK3326
tufB	b3980	tufB // pulT // kirT // b3980 // ECK3971
tus	b1610	tus // tau // b1610 // ECK1605
tusA	b3470	tusA // yhhP // sirA // b3470 // ECK3454
tusB	b3343	tusB // yheL // b3343 // ECK3330
tusC	b3344	tusC // yheM // b3344 // ECK3331
tusD	b3345	tusD // yheN // b3345 // ECK3332
tusE	b0969	tusE // yccK // b0969 // ECK0960
tynA	b1386	tynA // feaA // maoA // b1386 // ECK1383
tyrA	b2600	tyrA // b2600 // ECK2597
tyrB	b4054	tyrB // b4054 // ECK4046
tyrP	b1907	tyrP // b1907 // ECK1906
tyrR	b1323	tyrR // b1323 // ECK1319
tyrS	b1637	tyrS // b1637 // ECK1633
tyrT	b1231	tyrT // tyrTalpha // supFsupO // Su-3 // Su-4 // su(c) // suIII // supC // b1231 // ECK1226
tyrU	b3977	tyrU // sup15B // supM // supZ // b3977 // ECK3968
tyrV	b1230	tyrV // tyrTbeta // b1230 // ECK1225
uacT	b2888	uacT // ygfU // b2888 // ECK2883
ubiA	b4040	ubiA // cyr // b4040 // ECK4032
ubiB	b3835	ubiB // yigS // yigQ // yigR // aarF // b3835 // ECK3829
ubiC	b4039	ubiC // b4039 // ECK4031
ubiD	b3843	ubiD // yigY // yigC // b3843 // ECK3835
ubiE	b3833	ubiE // yigO // b3833 // ECK3827
ubiF	b0662	ubiF // yleB // b0662 // ECK0654
ubiG	b2232	ubiG // pufX // yfaB // b2232 // ECK2224
ubiH	b2907	ubiH // acd // visB // b2907 // ECK2902
ubiI	b2906	ubiI // visC // b2906 // ECK2901
ubiJ	b3834	ubiJ // yigP // b3834 // ECK3828
ubiK	b3042	ubiK // yqiC // b3042 // ECK3033
ubiT	b3157	ubiT // yhbT // b3157 // ECK3145
ubiU	b3158	ubiU // yhbU // b3158 // ECK3146
ubiV	b3159	ubiV // yhbV // b3159 // ECK3147
ubiX	b2311	ubiX // dedF // b2311 // ECK2305
ucpA	b2426	ucpA // yfeF // b2426 // ECK2421
udk	b2066	udk // b2066 // ECK2060
udp	b3831	udp // b3831 // ECK3825
ugd	b2028	ugd // yefA // udg // UDG8 // pmrE // b2028 // ECK2023
ugpA	b3452	ugpA // psiB // psiC // ugp // b3452 // ECK3436
ugpB	b3453	ugpB // psiB // psiC // b3453 // ECK3437
ugpC	b3450	ugpC // b3450 // ECK3434
ugpE	b3451	ugpE // b3451 // ECK3435
ugpQ	b3449	ugpQ // b3449 // ECK3433
uhpA	b3669	uhpA // b3669 // ECK3660
uhpB	b3668	uhpB // b3668 // ECK3659
uhpC	b3667	uhpC // b3667 // ECK3658
uhpT	b3666	uhpT // b3666 // ECK3657
uhpU	b4829	UNCLASSIFIED
uidA	b1617	uidA // gurA // gusA // b1617 // ECK1612
uidB	b1616	uidB // gusB // uidP // b1616 // ECK1611
uidC	b1615	UNCLASSIFIED
uidR	b1618	uidR // gusR // b1618 // ECK1613
ulaA	b4193	ulaA // yjfS // sgaT // b4193 // ECK4189
ulaB	b4194	ulaB // yjfT // sgaB // b4194 // ECK4190
ulaC	b4195	ulaC // ptxA // yjfU // sgaA // b4195 // ECK4191
ulaD	b4196	ulaD // yjfV // sgaH // b4196 // ECK4192
ulaE	b4197	ulaE // sgaU // yjfW // b4197 // ECK4193
ulaF	b4198	ulaF // yjfX // sgaE // b4198 // ECK4194
ulaG	b4192	ulaG // yjfR // b4192 // ECK4188
ulaR	b4191	ulaR // yjfQ // b4191 // ECK4187
umpG	b2744	umpG // ygbC // surE // b2744 // ECK2739
umpH	b0675	umpH // nagD // b0675 // ECK0663
umuC	b1184	umuC // uvm // b1184 // ECK1172
umuD	b1183	umuD // b1183 // ECK1171
ung	b2580	ung // b2580 // ECK2578
uof	b4637	uof // b4637 // ECK4461
upp	b2498	upp // uraP // b2498 // ECK2494
uraA	b2497	uraA // b2497 // ECK2493
usg	b2319	usg // usg-1 // b2319 // ECK2313
ushA	b0480	ushA // b0480 // ECK0474
uspA	b3495	uspA // b3495 // ECK3480
uspB	b3494	uspB // yhiO // b3494 // ECK3479
uspC	b1895	uspC // yecG // b1895 // ECK1894
uspD	b3923	uspD // yiiT // b3923 // ECK3915
uspE	b1333	uspE // ydaA // b1333 // ECK1329
uspF	b1376	UNCLASSIFIED
uspG	b0607	uspG // UP12 // yzzU // ybdQ // b0607 // ECK0601
uup	b0949	uup // ycbI // ycbH // b0949 // ECK0940
uvrA	b4058	uvrA // dar // dinE // b4058 // ECK4050
uvrB	b0779	uvrB // dar-1 // dar-6 // b0779 // ECK0768
